"id","path__x","path__y","labelName"
"","18.01","32.52",""
"","18.01","32.39",""
"","18.12","32.39",""
"","18.12","32.26",""
"","18.23","32.13",""
"","18.34","32.13",""
"","18.34","32",""
"","18.45","32",""
"","18.45","31.87",""
"","18.55","31.87",""
"","18.55","31.74",""
"","18.66","31.74",""
"","18.77","31.74",""
"","18.88","31.61",""
"","18.99","31.48",""
"","19.09","31.35",""
"","19.2","31.35",""
"","19.31","31.23",""
"","19.42","31.1",""
"","19.53","30.97",""
"","19.63","30.97",""
"","19.63","30.84",""
"","19.74","30.84",""
"","19.85","30.71",""
"","19.96","30.58",""
"","20.17","30.32",""
"","20.17","30.19",""
"","20.39","29.94",""
"","20.5","29.94",""
"","20.61","29.68",""
"","20.71","29.55",""
"","20.82","29.42",""
"","20.93","29.29",""
"","20.93","29.16",""
"","21.04","29.16",""
"","21.15","29.03",""
"","21.15","28.9",""
"","21.25","28.77",""
"","21.36","28.77",""
"","21.36","28.65",""
"","21.36","28.52",""
"","21.47","28.52",""
"","21.47","28.39",""
"","21.58","28.39",""
"","21.58","28.26",""
"","21.69","28.26",""
"","21.69","28.13",""
"","21.8","28",""
"","21.9","28",""
"","21.9","27.87",""
"","22.01","27.74",""
"","22.12","27.74",""
"","22.23","27.61",""
"","22.23","27.48",""
"","22.34","27.48",""
"","22.44","27.35",""
"","22.55","27.23",""
"","22.66","27.23",""
"","22.66","27.1",""
"","22.77","27.1",""
"","22.77","26.97",""
"","22.88","26.97",""
"","22.98","26.84",""
"","23.09","26.84",""
"","23.09","26.71",""
"","23.2","26.58",""
"","23.42","26.45",""
"","23.52","26.32",""
"","23.63","26.19",""
"","23.74","26.06",""
"","23.85","25.94",""
"","23.96","25.81",""
"","24.06","25.68",""
"","24.17","25.55",""
"","24.28","25.55",""
"","24.39","25.42",""
"","24.5","25.29",""
"","24.6","25.16",""
"","24.71","25.03",""
"","24.82","25.03",""
"","24.93","24.9",""
"","25.04","24.77",""
"","25.15","24.65",""
"","25.36","24.52",""
"","25.36","24.39",""
"","25.58","24.26",""
"","25.79","24",""
"","25.9","23.87",""
"","26.01","23.74",""
"","26.23","23.48",""
"","26.44","23.35",""
"","26.66","23.23",""
"","26.87","22.97",""
"","26.98","22.84",""
"","27.2","22.71",""
"","27.31","22.58",""
"","27.52","22.45",""
"","27.63","22.45",""
"","27.74","22.19",""
"","27.85","22.19",""
"","27.95","22.19",""
"","28.06","22.06",""
"","28.17","21.94",""
"","28.28","21.94",""
"","28.39","21.81",""
"","28.5","21.81",""
"","28.5","21.68",""
"","28.6","21.55",""
"","28.71","21.42",""
"","28.82","21.42",""
"","28.82","21.29",""
"","28.93","21.16",""
"","29.14","21.03",""
"","29.25","20.9",""
"","29.36","20.9",""
"","29.36","20.77",""
"","29.47","20.77",""
"","29.68","20.52",""
"","29.79","20.39",""
"","29.9","20.39",""
"","30.01","20.26",""
"","30.01","20.13",""
"","30.12","20.13",""
"","30.22","20",""
"","30.33","19.87",""
"","30.44","19.87",""
"","30.44","19.74",""
"","30.66","19.61",""
"","30.76","19.61",""
"","30.76","19.48",""
"","30.87","19.48",""
"","30.98","19.48",""
"","30.98","19.35",""
"","31.09","19.35",""
"","31.2","19.35",""
"","31.2","19.23",""
"","31.3","19.23",""
"","31.41","19.1",""
"","31.52","19.1",""
"","31.52","18.97",""
"","31.63","18.97",""
"","31.74","18.97",""
"","31.85","18.84",""
"","31.95","18.71",""
"","32.06","18.58",""
"","32.17","18.58",""
"","32.39","18.45",""
"","32.6","18.32",""
"","32.82","18.19",""
"","32.93","18.06",""
"","33.14","17.94",""
"","33.36","17.81",""
"","34.11","17.29",""
"","34.44","17.03",""
"","34.87","16.9",""
"","35.52","16.52",""
"","35.95","16.26",""
"","36.28","16.13",""
"","36.38","16",""
"","36.49","16",""
"","36.6","16",""
"","36.71","16",""
"","36.82","16",""
"","36.92","16",""
"","37.03","15.87",""
"","37.14","15.87",""
"","37.25","15.87",""
"","37.36","15.87",""
"","37.46","15.87",""
"","37.57","15.87",""
"","37.68","15.87",""
"","37.79","15.87",""
"","37.9","15.87",""
"","38","15.87",""
"","38.11","15.87",""
"","38.22","15.87",""
"","38.33","15.87",""
"","38.44","15.87",""
"","38.65","15.87",""
"","38.76","15.87",""
"","39.09","15.87",""
"","39.19","15.87",""
"","39.63","15.87",""
"","39.73","15.87",""
"","39.95","15.87",""
"","40.06","15.87",""
"","40.17","15.87",""
"","40.27","15.87",""
"","40.49","15.87",""
"","40.6","15.87",""
"","40.81","15.87",""
"","40.92","15.87",""
"","41.68","16.52",""
"","42.54","16.9",""
"","42.65","17.03",""
"","42.76","17.03",""
"","42.87","17.03",""
"","42.98","17.16",""
"","43.08","17.16",""
"","43.19","17.16",""
"","43.3","17.29",""
"","43.41","17.29",""
"","43.52","17.29",""
"","43.62","17.29",""
"","43.73","17.29",""
"","43.84","17.42",""
"","43.95","17.42",""
"","44.06","17.42",""
"","44.16","17.42",""
"","44.27","17.42",""
"","44.38","17.42",""
"","44.49","17.42",""
"","44.6","17.42",""
"","44.7","17.42",""
"","44.81","17.42",""
"","44.92","17.42",""
"","45.03","17.42",""
"","45.14","17.42",""
"","45.25","17.42",""
"","45.46","17.42",""
"","45.46","17.55",""
"","45.57","17.55",""
"","45.68","17.55",""
"","45.79","17.55",""
"","45.89","17.55",""
"","46","17.55",""
"","46.22","17.68",""
"","46.33","17.68",""
"","46.43","17.68",""
"","46.65","17.81",""
"","46.76","17.81",""
"","46.87","17.81",""
"","47.08","17.81",""
"","47.19","17.94",""
"","47.3","17.94",""
"","47.41","17.94",""
"","47.51","17.94",""
"","47.62","17.94",""
"","47.73","17.94",""
"","47.84","17.94",""
"","47.95","18.06",""
"","48.05","18.06",""
"","48.16","18.06",""
"","48.27","18.06",""
"","48.38","18.06",""
"","48.49","18.06",""
"","48.6","18.06",""
"","48.7","18.19",""
"","48.81","18.19",""
"","48.92","18.19",""
"","49.03","18.19",""
"","49.14","18.19",""
"","49.24","18.19",""
"","49.35","18.19",""
"","49.46","18.19",""
"","49.57","18.32",""
"","49.68","18.32",""
"","49.78","18.32",""
"","50","18.45",""
"","50.11","18.45",""
"","50.22","18.45",""
"","50.43","18.45",""
"","50.65","18.58",""
"","50.76","18.58",""
"","50.97","18.58",""
"","51.08","18.71",""
"","51.4","18.71",""
"","51.62","18.71",""
"","51.73","18.84",""
"","51.95","18.97",""
"","52.05","18.97",""
"","52.16","18.97",""
"","52.38","18.97",""
"","52.49","19.1",""
"","52.59","19.1",""
"","52.7","19.23",""
"","52.81","19.23",""
"","52.92","19.23",""
"","53.03","19.35",""
"","53.13","19.35",""
"","53.24","19.35",""
"","53.35","19.48",""
"","53.46","19.48",""
"","53.57","19.48",""
"","53.67","19.61",""
"","53.78","19.61",""
"","53.89","19.61",""
"","54","19.61",""
"","54","19.74",""
"","54.11","19.74",""
"","54.21","19.74",""
"","54.32","19.74",""
"","54.43","19.74",""
"","54.43","19.87",""
"","54.54","19.87",""
"","54.65","19.87",""
"","54.75","20",""
"","54.86","20",""
"","54.97","20",""
"","55.08","20.13",""
"","55.19","20.13",""
"","55.3","20.26",""
"","55.4","20.26",""
"","55.51","20.26",""
"","55.51","20.39",""
"","55.73","20.39",""
"","55.84","20.52",""
"","55.94","20.52",""
"","56.05","20.52",""
"","56.05","20.65",""
"","56.27","20.65",""
"","56.38","20.77",""
"","56.48","20.77",""
"","56.59","20.9",""
"","56.7","20.9",""
"","56.81","21.03",""
"","56.92","21.03",""
"","56.92","21.16",""
"","57.02","21.16",""
"","57.13","21.29",""
"","57.24","21.29",""
"","57.24","21.42",""
"","57.35","21.42",""
"","57.35","21.55",""
"","57.46","21.55",""
"","57.56","21.55",""
"","57.56","21.68",""
"","57.67","21.68",""
"","57.78","21.81",""
"","57.89","21.81",""
"","58","21.94",""
"","58.1","21.94",""
"","58.21","22.06",""
"","58.21","22.19",""
"","58.43","22.32",""
"","58.54","22.32",""
"","58.65","22.45",""
"","58.75","22.58",""
"","58.86","22.71",""
"","58.97","22.71",""
"","58.97","22.84",""
"","59.08","22.97",""
"","59.19","23.1",""
"","59.29","23.23",""
"","59.4","23.35",""
"","59.51","23.35",""
"","59.51","23.48",""
"","59.62","23.48",""
"","59.62","23.61",""
"","59.73","23.74",""
"","59.83","23.74",""
"","59.83","23.87",""
"","59.94","24",""
"","60.05","24",""
"","60.05","24.13",""
"","60.16","24.26",""
"","60.16","24.39",""
"","60.27","24.52",""
"","60.37","24.52",""
"","60.37","24.65",""
"","60.48","24.77",""
"","60.59","24.9",""
"","60.59","25.03",""
"","60.7","25.03",""
"","60.81","25.16",""
"","60.91","25.29",""
"","61.02","25.42",""
"","61.02","25.55",""
"","61.13","25.55",""
"","61.24","25.68",""
"","61.35","25.81",""
"","61.35","25.94",""
"","61.45","25.94",""
"","61.56","26.06",""
"","61.67","26.19",""
"","61.67","26.32",""
"","61.78","26.32",""
"","61.78","26.45",""
"","61.89","26.45",""
"","61.89","26.58",""
"","62","26.58",""
"","62.1","26.71",""
"","62.1","26.84",""
"","62.21","26.84",""
"","62.21","26.97",""
"","62.32","27.1",""
"","62.43","27.23",""
"","62.54","27.35",""
"","62.54","27.48",""
"","62.64","27.48",""
"","62.64","27.61",""
"","62.64","27.74",""
"","62.75","27.87",""
"","62.86","28",""
"","62.86","28.13",""
"","62.97","28.26",""
"","62.97","28.39",""
"","63.08","28.39",""
"","63.08","28.52",""
"","63.08","28.65",""
"","63.18","28.65",""
"","63.18","28.77",""
"","63.29","28.77",""
"","63.29","28.9",""
"","63.29","29.03",""
"","63.29","29.16",""
"","63.29","29.42",""
"","63.51","29.55",""
"","63.62","29.68",""
"","63.83","29.81",""
"","63.83","29.94",""
"","64.05","30.06",""
"","64.16","30.06",""
"","64.26","30.19",""
"","64.37","30.32",""
"","64.48","30.32",""
"","64.48","30.45",""
"","64.59","30.45",""
"","64.59","30.58",""
"","64.7","30.58",""
"","64.8","30.71",""
"","64.91","30.71",""
"","64.91","30.84",""
"","65.02","30.84",""
"","65.13","30.84",""
"","65.24","30.84",""
"","65.24","30.97",""
"","65.35","30.97",""
"","65.45","30.97",""
"","65.56","30.97",""
"","65.67","30.97",""
"","65.78","30.97",""
"","65.78","31.1",""
"","65.89","31.1",""
"","65.99","31.1",""
"","66.1","31.1",""
"","66.21","31.23",""
"","66.32","31.23",""
"","66.43","31.23",""
"","66.53","31.23",""
"","66.75","31.35",""
"","66.86","31.35",""
"","66.97","31.35",""
"","67.07","31.35",""
"","67.18","31.35",""
"","67.18","31.48",""
"","67.29","31.48",""
"","67.4","31.48",""
"","67.51","31.48",""
"","67.61","31.48",""
"","67.72","31.48",""
"","67.83","31.48",""
"","67.94","31.48",""
"","68.05","31.48",""
"","68.05","31.61",""
"","68.15","31.61",""
"","68.26","31.61",""
"","68.37","31.61",""
"","68.48","31.61",""
"","68.59","31.74",""
"","68.7","31.74",""
"","68.8","31.74",""
"","68.91","31.74",""
"","69.02","31.74",""
"","69.13","31.74",""
"","69.24","31.87",""
"","69.34","31.87",""
"","69.45","31.87",""
"","69.56","31.87",""
"","69.67","31.87",""
"","69.78","32",""
"","69.88","32.13",""
"","69.99","32.13",""
"","70.1","32.13",""
"","70.21","32.26",""
"","70.32","32.26",""
"","70.42","32.39",""
"","70.53","32.39",""
"","70.64","32.39",""
"","70.64","32.52",""
"","70.75","32.52",""
"","70.86","32.52",""
"","70.96","32.65",""
"","71.07","32.65",""
"","71.18","32.77",""
"","71.29","32.77",""
"","71.29","32.9",""
"","71.4","32.9",""
"","71.5","32.9",""
"","71.5","33.03",""
"","71.61","33.03",""
"","71.72","33.03",""
"","71.83","33.16",""
"","71.94","33.16",""
"","72.05","33.16",""
"","72.05","33.29",""
"","72.15","33.29",""
"","72.26","33.42",""
"","72.37","33.42",""
"","72.48","33.55",""
"","72.59","33.55",""
"","72.69","33.68",""
"","72.8","33.68",""
"","72.8","33.81",""
"","72.91","33.81",""
"","73.02","33.81",""
"","73.02","33.94",""
"","73.23","33.94",""
"","73.34","33.94",""
"","73.45","34.06",""
"","73.56","34.06",""
"","73.67","34.19",""
"","73.77","34.19",""
"","73.88","34.32",""
"","73.99","34.32",""
"","74.1","34.32",""
"","74.21","34.32",""
"","74.21","34.45",""
"","74.31","34.45",""
"","74.42","34.45",""
"","74.53","34.45",""
"","74.53","34.58",""
"","74.64","34.58",""
"","74.75","34.58",""
"","74.85","34.58",""
"","74.96","34.71",""
"","75.07","34.71",""
"","75.18","34.71",""
"","75.29","34.71",""
"","75.4","34.71",""
"","75.5","34.84",""
"","75.61","34.84",""
"","75.72","34.84",""
"","75.83","34.84",""
"","75.94","34.84",""
"","76.04","34.97",""
"","76.15","34.97",""
"","76.26","34.97",""
"","76.37","34.97",""
"","76.48","34.97",""
"","76.58","34.97",""
"","76.69","34.97",""
"","76.8","34.97",""
"","76.91","34.97",""
"","77.02","35.1",""
"","77.12","35.1",""
"","77.23","35.1",""
"","77.34","35.1",""
"","77.45","35.1",""
"","77.56","35.1",""
"","77.66","35.1",""
"","77.77","35.1",""
"","77.88","35.1",""
"","77.99","35.1",""
"","78.1","35.1",""
"","78.2","35.1",""
"","78.31","35.1",""
"","78.42","35.1",""
"","78.53","35.23",""
"","78.64","35.23",""
"","78.75","35.23",""
"","78.75","35.35",""
"","78.85","35.35",""
"","78.96","35.35",""
"","79.07","35.35",""
"","79.18","35.48",""
"","79.29","35.48",""
"","79.39","35.48",""
"","79.5","35.61",""
"","79.61","35.61",""
"","79.72","35.61",""
"","79.83","35.61",""
"","79.93","35.61",""
"","80.04","35.61",""
"","80.04","35.74",""
"","80.15","35.74",""
"","80.26","35.74",""
"","80.37","35.74",""
"","80.47","35.74",""
"","80.47","35.87",""
"","80.58","35.87",""
"","80.69","35.87",""
"","80.8","36",""
"","80.91","36",""
"","81.01","36",""
"","81.12","36",""
"","81.23","36",""
"","81.34","36.13",""
"","81.55","36.13",""
"","81.66","36.13",""
"","81.77","36.13",""
"","81.88","36.26",""
"","82.1","36.26",""
"","82.2","36.26",""
"","82.31","36.39",""
"","82.53","36.39",""
"","82.64","36.52",""
"","82.74","36.52",""
"","82.85","36.52",""
"","82.96","36.65",""
"","83.07","36.65",""
"","83.18","36.65",""
"","83.28","36.77",""
"","83.39","36.77",""
"","83.5","36.77",""
"","83.61","36.77",""
"","83.72","36.77",""
"","83.72","36.9",""
"","83.82","36.9",""
"","83.82","37.03",""
"","83.93","37.03",""
"","84.04","37.03",""
"","84.04","37.16",""
"","84.15","37.29",""
"","84.26","37.29",""
"","84.26","37.42",""
"","84.36","37.42",""
"","84.36","37.55",""
"","84.47","37.55",""
"","84.47","37.68",""
"","84.58","37.81",""
"","84.69","37.94",""
"","84.69","38.06",""
"","84.8","38.06",""
"","84.8","38.19",""
"","84.9","38.19",""
"","84.9","38.32",""
"","85.01","38.32",""
"","85.01","38.45",""
"","85.12","38.58",""
"","85.12","38.71",""
"","85.23","38.71",""
"","85.23","38.84",""
"","85.34","38.84",""
"","85.34","38.97",""
"","85.45","38.97",""
"","85.45","39.1",""
"","85.55","39.23",""
"","85.55","39.35",""
"","85.66","39.48",""
"","85.77","39.48",""
"","85.77","39.61",""
"","85.88","39.74",""
"","85.88","39.87",""
"","85.99","40",""
"","85.99","40.13",""
"","86.09","40.26",""
"","86.2","40.39",""
"","86.2","40.52",""
"","86.31","40.65",""
"","86.31","40.77",""
"","86.42","40.77",""
"","86.42","40.9",""
"","86.53","41.03",""
"","86.53","41.16",""
"","86.63","41.29",""
"","86.63","41.42",""
"","86.74","41.42",""
"","86.74","41.55",""
"","86.85","41.68",""
"","86.96","41.81",""
"","86.96","41.94",""
"","87.07","42.06",""
"","87.07","42.19",""
"","87.17","42.19",""
"","87.17","42.32",""
"","87.28","42.45",""
"","87.39","42.45",""
"","87.39","42.58",""
"","87.39","42.71",""
"","87.5","42.71",""
"","87.5","42.84",""
"","87.61","42.84",""
"","87.61","42.97",""
"","87.71","43.1",""
"","87.82","43.23",""
"","87.82","43.35",""
"","87.93","43.35",""
"","87.93","43.48",""
"","88.04","43.61",""
"","88.15","43.74",""
"","88.15","43.87",""
"","88.25","43.87",""
"","88.25","44",""
"","88.25","44.13",""
"","88.36","44.13",""
"","88.36","44.26",""
"","88.47","44.26",""
"","88.47","44.39",""
"","88.47","44.52",""
"","88.58","44.52",""
"","88.58","44.65",""
"","88.69","44.65",""
"","88.69","44.77",""
"","88.69","44.9",""
"","88.8","44.9",""
"","88.8","45.03",""
"","88.9","45.16",""
"","88.9","45.29",""
"","88.9","45.42",""
"","89.01","45.55",""
"","89.12","45.68",""
"","89.12","45.81",""
"","89.12","45.94",""
"","89.23","46.06",""
"","89.23","46.19",""
"","89.34","46.19",""
"","89.34","46.32",""
"","89.34","46.45",""
"","89.34","46.58",""
"","89.44","46.71",""
"","89.44","46.84",""
"","89.44","46.97",""
"","89.55","47.1",""
"","89.55","47.23",""
"","89.55","47.35",""
"","89.66","47.35",""
"","89.66","47.48",""
"","89.66","47.74",""
"","89.77","47.87",""
"","89.77","48",""
"","89.88","48.26",""
"","89.88","48.52",""
"","89.98","48.65",""
"","89.98","48.77",""
"","90.09","48.9",""
"","90.09","49.03",""
"","90.09","49.16",""
"","90.09","49.29",""
"","90.2","49.42",""
"","90.2","49.55",""
"","90.2","49.68",""
"","90.2","49.81",""
"","90.2","49.94",""
"","90.31","50.06",""
"","90.31","50.19",""
"","90.31","50.32",""
"","90.31","50.45",""
"","90.31","50.58",""
"","90.31","50.71",""
"","90.31","50.84",""
"","90.31","50.97",""
"","90.31","51.1",""
"","90.31","51.23",""
"","90.31","51.35",""
"","90.31","51.48",""
"","90.42","51.48",""
"","90.42","51.61",""
"","90.42","51.74",""
"","90.42","51.87",""
"","90.42","52",""
"","90.42","52.13",""
"","90.42","52.26",""
"","90.42","52.39",""
"","90.42","52.52",""
"","90.42","52.65",""
"","90.42","52.77",""
"","90.42","52.9",""
"","90.42","53.03",""
"","90.42","53.16",""
"","90.42","53.29",""
"","90.42","53.42",""
"","90.42","53.55",""
"","90.42","53.68",""
"","90.42","53.81",""
"","90.42","53.94",""
"","90.42","54.06",""
"","90.42","54.19",""
"","90.42","54.32",""
"","90.42","54.45",""
"","90.42","54.58",""
"","90.31","54.71",""
"","90.31","54.84",""
"","90.31","54.97",""
"","90.31","55.1",""
"","90.31","55.23",""
"","90.31","55.35",""
"","90.31","55.48",""
"","90.31","55.61",""
"","90.31","55.74",""
"","90.31","55.87",""
"","90.31","56",""
"","90.31","56.13",""
"","90.31","56.26",""
"","90.31","56.39",""
"","90.31","56.52",""
"","90.42","56.65",""
"","90.42","56.77",""
"","90.42","56.9",""
"","90.52","56.9",""
"","90.52","57.03",""
"","90.63","57.03",""
"","90.63","57.16",""
"","90.74","57.16",""
"","90.74","57.29",""
"","90.85","57.29",""
"","90.85","57.42",""
"","90.96","57.42",""
"","91.06","57.55",""
"","91.17","57.55",""
"","91.17","57.68",""
"","91.28","57.68",""
"","91.28","57.81",""
"","91.39","57.81",""
"","91.39","57.94",""
"","91.5","57.94",""
"","91.6","58.06",""
"","91.6","58.19",""
"","91.71","58.19",""
"","91.71","58.32",""
"","91.82","58.32",""
"","91.93","58.45",""
"","91.93","58.58",""
"","92.04","58.71",""
"","92.15","58.84",""
"","92.15","58.97",""
"","92.25","59.1",""
"","92.36","59.23",""
"","92.36","59.35",""
"","92.47","59.48",""
"","92.47","59.61",""
"","92.58","59.74",""
"","92.69","59.87",""
"","92.69","60",""
"","92.79","60",""
"","92.79","60.13",""
"","92.9","60.26",""
"","92.9","60.39",""
"","93.01","60.39",""
"","93.01","60.52",""
"","93.12","60.65",""
"","93.12","60.77",""
"","93.12","60.9",""
"","93.12","61.03",""
"","93.23","61.03",""
"","93.23","61.16",""
"","93.23","61.29",""
"","93.23","61.42",""
"","93.23","61.55",""
"","93.23","61.68",""
"","93.23","61.81",""
"","93.23","61.94",""
"","93.23","62.06",""
"","93.23","62.19",""
"","93.23","62.32",""
"","93.23","62.45",""
"","93.23","62.58",""
"","93.12","62.71",""
"","93.12","62.84",""
"","93.12","62.97",""
"","93.12","63.1",""
"","93.01","63.23",""
"","93.01","63.35",""
"","93.01","63.48",""
"","93.01","63.61",""
"","93.01","63.74",""
"","92.9","64",""
"","92.9","64.13",""
"","92.79","64.26",""
"","92.79","64.39",""
"","92.79","64.52",""
"","92.69","64.65",""
"","92.69","64.77",""
"","92.58","64.9",""
"","92.58","65.16",""
"","92.58","65.29",""
"","92.47","65.42",""
"","92.47","65.55",""
"","92.47","65.68",""
"","92.36","65.81",""
"","92.36","65.94",""
"","92.25","66.06",""
"","92.25","66.19",""
"","92.25","66.32",""
"","92.15","66.45",""
"","92.04","66.58",""
"","92.04","66.71",""
"","92.04","66.84",""
"","91.93","66.97",""
"","91.93","67.1",""
"","91.82","67.23",""
"","91.82","67.48",""
"","91.71","67.61",""
"","91.71","67.74",""
"","91.6","68",""
"","91.6","68.13",""
"","91.5","68.26",""
"","91.39","68.39",""
"","91.39","68.52",""
"","91.28","68.77",""
"","91.17","68.9",""
"","91.17","69.03",""
"","91.17","69.16",""
"","91.06","69.16",""
"","91.06","69.29",""
"","91.06","69.42",""
"","90.96","69.42",""
"","90.96","69.55",""
"","90.96","69.68",""
"","90.85","69.68",""
"","90.85","69.81",""
"","90.85","69.94",""
"","90.74","70.06",""
"","90.63","70.19",""
"","90.63","70.32",""
"","90.63","70.45",""
"","90.52","70.58",""
"","90.52","70.71",""
"","90.42","70.84",""
"","90.42","70.97",""
"","90.31","71.1",""
"","90.31","71.23",""
"","90.31","71.35",""
"","90.2","71.48",""
"","90.09","71.61",""
"","90.09","71.74",""
"","90.09","71.87",""
"","90.09","72",""
"","89.98","72.13",""
"","89.98","72.26",""
"","89.88","72.39",""
"","89.88","72.52",""
"","89.77","72.65",""
"","89.77","72.77",""
"","89.77","72.9",""
"","89.66","73.03",""
"","89.66","73.16",""
"","89.55","73.29",""
"","89.55","73.42",""
"","89.44","73.68",""
"","89.44","73.81",""
"","89.34","73.94",""
"","89.34","74.06",""
"","89.34","74.19",""
"","89.23","74.32",""
"","89.23","74.45",""
"","89.12","74.58",""
"","89.12","74.71",""
"","89.01","74.71",""
"","89.01","74.84",""
"","88.9","74.97",""
"","88.9","75.1",""
"","88.9","75.23",""
"","88.8","75.23",""
"","88.8","75.35",""
"","88.8","75.48",""
"","88.69","75.61",""
"","88.69","75.74",""
"","88.58","75.74",""
"","88.58","75.87",""
"","88.58","76",""
"","88.47","76.13",""
"","88.47","76.26",""
"","88.36","76.39",""
"","88.36","76.52",""
"","88.25","76.65",""
"","88.15","76.77",""
"","88.15","76.9",""
"","88.15","77.03",""
"","88.04","77.03",""
"","88.04","77.16",""
"","87.93","77.29",""
"","87.93","77.42",""
"","87.82","77.55",""
"","87.82","77.68",""
"","87.71","77.81",""
"","87.71","77.94",""
"","87.61","78.06",""
"","87.61","78.19",""
"","87.5","78.32",""
"","87.39","78.45",""
"","87.39","78.58",""
"","87.28","78.71",""
"","87.28","78.84",""
"","87.17","78.97",""
"","87.07","79.1",""
"","87.07","79.23",""
"","86.96","79.35",""
"","86.96","79.48",""
"","86.85","79.61",""
"","86.85","79.74",""
"","86.74","79.74",""
"","86.74","79.87",""
"","86.74","80",""
"","86.63","80",""
"","86.63","80.13",""
"","86.53","80.26",""
"","86.53","80.39",""
"","86.42","80.39",""
"","86.42","80.52",""
"","86.31","80.65",""
"","86.31","80.77",""
"","86.2","80.9",""
"","86.09","81.03",""
"","85.99","81.16",""
"","85.99","81.29",""
"","85.88","81.29",""
"","85.88","81.42",""
"","85.77","81.55",""
"","85.77","81.68",""
"","85.66","81.81",""
"","85.66","81.94",""
"","85.55","82.06",""
"","85.45","82.06",""
"","85.45","82.19",""
"","85.45","82.32",""
"","85.34","82.32",""
"","85.23","82.45",""
"","85.23","82.58",""
"","85.12","82.71",""
"","85.12","82.84",""
"","85.01","82.84",""
"","85.01","82.97",""
"","84.9","83.1",""
"","84.9","83.23",""
