"id","path__x","path__y","labelName"
"","77.82","14.86",""
"","77.76","14.79",""
"","77.71","14.65",""
"","77.76","14.65",""
"","77.76","14.72",""
"","77.76","14.79",""
"","77.88","14.86",""
"","77.99","15.01",""
"","78.16","15.08",""
"","78.22","15.15",""
"","78.33","15.23",""
"","78.39","15.37",""
"","78.56","15.59",""
"","78.73","15.8",""
"","79.01","15.95",""
"","79.18","16.09",""
"","79.52","16.16",""
"","79.69","16.24",""
"","79.97","16.31",""
"","80.2","16.38",""
"","80.42","16.45",""
"","80.54","16.45",""
"","80.65","16.52",""
"","80.76","16.52",""
"","80.82","16.45",""
"","80.88","16.45",""
"","80.99","16.45",""
"","80.99","16.38",""
"","81.1","16.38",""
"","81.1","16.31",""
"","81.22","16.16",""
"","81.33","15.88",""
"","81.39","15.44",""
"","81.39","15.08",""
"","81.39","14.36",""
"","81.39","14.14",""
"","81.22","13.71",""
"","80.99","13.42",""
"","80.76","12.92",""
"","80.65","12.7",""
"","80.37","12.12",""
"","80.25","11.83",""
"","79.92","11.4",""
"","79.58","11.11",""
"","79.12","10.97",""
"","78.9","10.89",""
"","78.5","10.89",""
"","78.33","10.89",""
"","77.99","10.89",""
"","77.65","11.04",""
"","77.37","11.18",""
"","77.2","11.26",""
"","76.86","11.4",""
"","76.69","11.54",""
"","76.35","11.83",""
"","76.01","12.12",""
"","75.84","12.41",""
"","75.72","12.48",""
"","75.61","12.55",""
"","75.55","12.63",""
"","75.5","12.55",""
"","75.38","12.48",""
"","75.21","12.34",""
"","75.1","12.27",""
"","74.82","12.12",""
"","74.65","12.05",""
"","74.19","11.76",""
"","73.74","11.47",""
"","73.34","11.26",""
"","73.17","11.11",""
"","72.72","10.97",""
"","72.38","10.82",""
"","72.15","10.75",""
"","71.76","10.61",""
"","71.31","10.39",""
"","71.08","10.24",""
"","70.8","9.88",""
"","70.51","9.59",""
"","70.4","9.38",""
"","70.17","9.16",""
"","69.95","8.87",""
"","69.89","8.8",""
"","69.61","8.51",""
"","69.44","8.44",""
"","69.15","8.22",""
"","68.93","8.08",""
"","68.7","7.86",""
"","68.42","7.79",""
"","68.3","7.72",""
"","68.13","7.5",""
"","68.02","7.36",""
"","67.79","7.14",""
"","67.62","7",""
"","67.4","6.85",""
"","67.28","6.85",""
"","67.17","6.78",""
"","66.94","6.64",""
"","66.66","6.42",""
"","66.38","6.06",""
"","66.21","5.62",""
"","66.09","5.48",""
"","65.92","5.19",""
"","65.81","5.12",""
"","65.7","4.9",""
"","65.47","4.76",""
"","65.41","4.69",""
"","65.36","4.54",""
"","65.24","4.4",""
"","65.19","4.33",""
"","65.07","4.25",""
"","64.96","4.18",""
"","64.85","4.04",""
"","64.85","3.96",""
"","64.73","3.89",""
"","64.68","3.89",""
"","64.62","3.82",""
"","64.51","3.75",""
"","64.39","3.6",""
"","64.34","3.53",""
"","64.22","3.46",""
"","64.17","3.31",""
"","64.05","3.17",""
"","63.94","2.95",""
"","63.83","2.74",""
"","63.71","2.66",""
"","63.6","2.52",""
"","63.6","2.45",""
"","63.49","2.3",""
"","63.38","2.09",""
"","63.32","2.01",""
"","63.26","2.01",""
"","63.15","1.94",""
"","63.04","2.01",""
"","62.92","1.94",""
"","62.92","1.87",""
"","62.81","1.87",""
"","62.75","1.8",""
"","62.7","1.8",""
"","62.7","1.87",""
"","62.64","1.87",""
"","62.58","1.87",""
"","62.47","1.87",""
"","62.41","1.87",""
"","62.24","1.8",""
"","62.02","1.73",""
"","61.79","1.65",""
"","61.68","1.58",""
"","61.45","1.51",""
"","61.34","1.37",""
"","61.05","1.15",""
"","60.77","1",""
"","60.49","0.93",""
"","60.37","0.86",""
"","59.98","0.93",""
"","59.69","0.93",""
"","59.24","0.93",""
"","58.9","0.86",""
"","58.62","0.79",""
"","58.5","0.72",""
"","58.28","0.72",""
"","58.22","0.72",""
"","58.05","0.79",""
"","57.99","0.93",""
"","57.94","1.15",""
"","57.94","1.22",""
"","57.99","1.37",""
"","57.99","1.44",""
"","57.99","1.58",""
"","57.99","1.73",""
"","57.99","1.87",""
"","57.99","1.94",""
"","57.94","2.09",""
"","57.88","2.16",""
"","57.77","2.45",""
"","57.6","2.66",""
"","57.31","2.88",""
"","57.14","2.95",""
"","56.8","3.17",""
"","56.63","3.24",""
"","56.41","3.31",""
"","56.18","3.31",""
"","56.01","3.31",""
"","55.95","3.31",""
"","55.78","3.31",""
"","55.61","3.31",""
"","55.44","3.31",""
"","55.33","3.39",""
"","55.28","3.31",""
"","55.28","3.24",""
"","55.22","3.24",""
"","55.16","3.17",""
"","55.11","3.17",""
"","55.05","3.1",""
"","54.94","3.1",""
"","54.88","2.95",""
"","54.82","2.95",""
"","54.65","2.81",""
"","54.54","2.74",""
"","54.43","2.52",""
"","54.37","2.45",""
"","54.2","2.23",""
"","54.03","2.01",""
"","53.92","1.87",""
"","53.75","1.65",""
"","53.58","1.51",""
"","53.46","1.29",""
"","53.46","1.15",""
"","53.41","1.08",""
"","53.35","0.86",""
"","53.24","0.72",""
"","53.12","0.5",""
"","53.12","0.43",""
"","53.01","0.28",""
"","52.9","0.21",""
"","52.9","0.14",""
"","52.84","0.07",""
"","52.78","-0.01",""
"","52.5","-0.01",""
"","52.27","-0.15",""
"","52.16","-0.15",""
"","51.93","-0.3",""
"","51.71","-0.37",""
"","51.59","-0.37",""
"","51.37","-0.51",""
"","51.14","-0.66",""
"","51.03","-0.66",""
"","50.86","-0.66",""
"","50.69","-0.58",""
"","50.52","-0.58",""
"","50.4","-0.51",""
"","50.23","-0.44",""
"","50.18","-0.37",""
"","50.01","-0.15",""
"","49.78","-0.01",""
"","49.55","0.21",""
"","49.44","0.28",""
"","49.27","0.43",""
"","49.21","0.5",""
"","49.1","0.64",""
"","49.04","0.72",""
"","48.99","0.86",""
"","48.99","0.93",""
"","48.99","1",""
"","48.99","1.08",""
"","48.99","1.15",""
"","49.04","1.29",""
"","48.93","1.44",""
"","48.93","1.51",""
"","48.87","1.65",""
"","48.82","1.73",""
"","48.7","1.94",""
"","48.53","2.09",""
"","48.31","2.23",""
"","48.14","2.3",""
"","47.8","2.38",""
"","47.63","2.38",""
"","47.23","2.23",""
"","46.89","2.09",""
"","46.61","1.8",""
"","46.5","1.65",""
"","46.27","1.37",""
"","46.16","1.29",""
"","45.99","1",""
"","45.82","0.79",""
"","45.65","0.64",""
"","45.53","0.64",""
"","45.25","0.57",""
"","45.08","0.64",""
"","44.68","0.64",""
"","44.34","0.57",""
"","44","0.5",""
"","43.89","0.5",""
"","43.61","0.43",""
"","43.55","0.43",""
"","43.38","0.5",""
"","43.15","0.72",""
"","42.87","0.93",""
"","42.76","1.08",""
"","42.42","1.44",""
"","42.19","1.51",""
"","41.79","1.65",""
"","41.51","1.73",""
"","41.28","1.8",""
"","41.11","1.8",""
"","40.77","2.01",""
"","40.6","2.09",""
"","40.26","2.38",""
"","39.7","2.52",""
"","39.13","2.74",""
"","38.9","2.74",""
"","38.45","2.81",""
"","38.28","2.88",""
"","37.94","2.95",""
"","37.55","3.03",""
"","37.21","3.24",""
"","36.98","3.31",""
"","36.64","3.46",""
"","36.53","3.53",""
"","36.3","3.68",""
"","36.13","3.82",""
"","36.02","4.11",""
"","35.9","4.18",""
"","35.79","4.47",""
"","35.73","4.76",""
"","35.73","4.83",""
"","35.62","4.9",""
"","35.51","5.12",""
"","35.45","5.26",""
"","35.34","5.26",""
"","35.17","5.34",""
"","35.05","5.41",""
"","34.83","5.48",""
"","34.66","5.62",""
"","34.6","5.62",""
"","34.37","5.84",""
"","34.32","5.99",""
"","34.26","6.13",""
"","34.2","6.27",""
"","34.15","6.42",""
"","34.15","6.92",""
"","34.2","7.14",""
"","34.26","7.36",""
"","34.26","7.43",""
"","34.32","7.65",""
"","34.32","7.72",""
"","34.32","7.79",""
"","34.32","7.93",""
"","34.37","8.01",""
"","34.37","8.08",""
"","34.37","8.15",""
"","34.37","8.22",""
"","34.37","8.3",""
"","34.37","8.37",""
"","34.43","8.44",""
"","34.43","8.51",""
"","34.66","8.66",""
"","34.71","8.58",""
"","34.77","8.51",""
"","34.83","8.51",""
"","34.83","8.44",""
"","34.88","8.44",""
"","34.94","8.44",""
"","35.05","8.51",""
"","35.17","8.51",""
"","35.22","8.51",""
"","35.45","8.44",""
"","35.51","8.44",""
"","35.68","8.44",""
"","35.73","8.44",""
"","35.85","8.44",""
"","35.9","8.51",""
"","35.96","8.51",""
"","35.96","8.44",""
"","36.07","8.44",""
"","36.19","8.44",""
"","36.24","8.37",""
"","36.3","8.3",""
"","36.41","8.3",""
"","36.47","8.22",""
"","36.64","8.15",""
"","36.75","8.15",""
"","36.87","8.08",""
"","36.98","8.08",""
"","37.04","8.01",""
"","37.09","7.93",""
"","37.21","7.86",""
"","37.38","7.86",""
"","37.49","7.86",""
"","37.6","7.86",""
"","37.72","7.93",""
"","37.94","8.01",""
"","38","8.01",""
"","38.23","8.01",""
"","38.45","8.08",""
"","38.57","8.01",""
"","38.74","7.93",""
"","38.85","7.93",""
"","39.02","7.86",""
"","39.24","7.79",""
"","39.36","7.72",""
"","39.53","7.57",""
"","39.58","7.57",""
"","39.7","7.5",""
"","39.81","7.5",""
"","39.92","7.43",""
"","40.04","7.5",""
"","40.26","7.65",""
"","40.38","7.65",""
"","40.49","7.72",""
"","40.77","7.79",""
"","40.94","7.79",""
"","41.11","7.79",""
"","41.17","7.86",""
"","41.28","7.86",""
"","41.4","7.86",""
"","41.45","7.86",""
"","41.51","7.93",""
"","41.57","7.93",""
"","41.68","7.93",""
"","41.74","7.93",""
"","41.79","8.01",""
"","41.85","8.08",""
"","41.91","8.15",""
"","41.96","8.22",""
"","41.96","8.3",""
"","42.02","8.3",""
"","42.02","8.37",""
"","42.02","8.44",""
"","42.02","8.51",""
"","42.02","8.66",""
"","42.08","8.73",""
"","42.13","9.09",""
"","42.13","9.23",""
"","42.13","9.45",""
"","42.02","9.74",""
"","42.02","9.96",""
"","41.96","10.1",""
"","41.91","10.32",""
"","41.85","10.46",""
"","41.74","10.68",""
"","41.62","10.89",""
"","41.45","11.18",""
"","41.34","11.26",""
"","41.11","11.4",""
"","41.06","11.47",""
"","40.77","11.62",""
"","40.43","11.69",""
"","40.15","11.69",""
"","40.04","11.69",""
"","39.7","11.62",""
"","39.53","11.62",""
"","39.24","11.62",""
"","39.02","11.62",""
"","38.79","11.62",""
"","38.68","11.62",""
"","38.45","11.69",""
"","38.34","11.69",""
"","38.11","11.69",""
"","37.83","11.69",""
"","37.55","11.69",""
"","37.43","11.62",""
"","37.21","11.47",""
"","37.15","11.4",""
"","36.98","11.33",""
"","36.81","11.26",""
"","36.7","11.18",""
"","36.58","11.18",""
"","36.58","11.11",""
"","36.53","11.11",""
"","36.47","11.18",""
"","36.41","11.18",""
"","36.3","11.18",""
"","36.24","11.11",""
"","36.13","11.11",""
"","36.02","11.11",""
"","35.85","11.11",""
"","35.79","11.11",""
"","35.56","11.04",""
"","35.45","10.97",""
"","35.22","10.75",""
"","35","10.46",""
"","34.71","10.1",""
"","34.6","9.88",""
"","34.32","9.38",""
"","34.26","9.23",""
"","34.03","8.87",""
"","33.86","8.58",""
"","33.75","8.37",""
"","33.69","8.3",""
"","33.64","8.22",""
"","33.58","8.22",""
"","33.47","8.22",""
"","33.3","8.22",""
"","33.18","8.15",""
"","33.13","8.15",""
"","33.01","8.22",""
"","32.96","8.22",""
"","32.9","8.3",""
"","32.9","8.37",""
"","32.79","8.44",""
"","32.73","8.51",""
"","32.5","8.73",""
"","32.33","8.95",""
"","32.11","9.45",""
"","31.88","10.03",""
"","31.82","10.61",""
"","31.77","10.97",""
"","31.71","11.47",""
"","31.71","11.69",""
"","31.65","12.05",""
"","31.71","12.34",""
"","31.77","12.7",""
"","31.88","12.84",""
"","31.99","13.13",""
"","32.22","13.42",""
"","32.33","13.57",""
"","32.5","13.78",""
"","32.62","14",""
"","32.79","14.21",""
"","32.84","14.29",""
"","32.9","14.5",""
"","32.9","14.58",""
"","32.9","14.72",""
"","32.9","14.94",""
"","32.84","15.15",""
"","32.73","15.37",""
"","32.56","15.73",""
"","32.45","15.88",""
"","32.22","16.24",""
"","31.94","16.45",""
"","31.82","16.6",""
"","31.65","16.81",""
"","31.43","16.96",""
"","31.26","17.03",""
"","31.03","17.25",""
"","30.69","17.39",""
"","30.3","17.39",""
"","30.07","17.32",""
"","29.73","17.25",""
"","29.56","17.17",""
"","29.28","17.03",""
"","29.05","16.96",""
"","28.82","16.96",""
"","28.71","16.96",""
"","28.48","17.03",""
"","28.37","17.1",""
"","28.09","17.17",""
"","27.86","17.25",""
"","27.58","17.32",""
"","27.46","17.39",""
"","27.24","17.46",""
"","27.12","17.54",""
"","26.84","17.82",""
"","26.56","18.19",""
"","26.33","18.55",""
"","26.16","18.76",""
"","25.88","19.41",""
"","25.65","19.77",""
"","25.2","20.42",""
"","24.86","20.93",""
"","24.52","21.36",""
"","24.46","21.58",""
"","24.4","22.01",""
"","24.4","22.23",""
"","24.46","22.59",""
"","24.57","22.81",""
"","24.69","23.02",""
"","24.74","23.09",""
"","24.91","23.31",""
"","25.03","23.53",""
"","25.25","23.89",""
"","25.54","24.25",""
"","25.76","24.54",""
"","25.82","24.68",""
"","26.05","25.04",""
"","26.1","25.19",""
"","26.22","25.55",""
"","26.33","25.76",""
"","26.44","25.98",""
"","26.5","26.13",""
"","26.5","26.34",""
"","26.44","26.49",""
"","26.39","26.63",""
"","26.27","26.7",""
"","26.22","26.7",""
"","26.1","26.7",""
"","26.05","26.7",""
"","25.88","26.78",""
"","25.65","26.85",""
"","25.37","26.85",""
"","25.2","26.85",""
"","24.86","26.85",""
"","24.69","26.92",""
"","24.35","27.06",""
"","24.06","27.35",""
"","23.84","27.64",""
"","23.72","27.71",""
"","23.55","27.93",""
"","23.44","28.07",""
"","23.33","28.36",""
"","23.27","28.65",""
"","23.16","29.01",""
"","23.1","29.16",""
"","22.99","29.59",""
"","22.99","29.74",""
"","22.93","30.02",""
"","22.87","30.24",""
"","22.87","30.38",""
"","22.87","30.53",""
"","22.87","30.6",""
"","22.87","30.67",""
"","22.87","30.75",""
"","22.82","30.75",""
"","22.76","30.75",""
"","22.65","30.75",""
"","22.59","30.82",""
"","22.48","30.96",""
"","22.25","31.11",""
"","22.08","31.4",""
"","21.97","31.47",""
"","21.8","31.9",""
"","21.69","32.19",""
"","21.35","32.69",""
"","21.01","33.2",""
"","20.67","33.56",""
"","20.55","33.78",""
"","20.38","33.99",""
"","20.27","34.21",""
"","20.1","34.5",""
"","19.99","34.64",""
"","19.87","34.93",""
"","19.87","35",""
"","19.87","35.08",""
"","19.87","35.15",""
"","19.82","35.22",""
"","19.82","35.29",""
"","19.82","35.37",""
"","19.76","35.44",""
"","19.76","35.51",""
"","19.7","35.65",""
"","19.65","35.87",""
"","19.59","36.02",""
"","19.59","36.16",""
"","19.53","36.38",""
"","19.48","36.59",""
"","19.48","36.67",""
"","19.48","36.88",""
"","19.48","37.1",""
"","19.53","37.31",""
"","19.53","37.46",""
"","19.53","37.75",""
"","19.53","37.82",""
"","19.53","38.04",""
"","19.59","38.25",""
"","19.59","38.47",""
"","19.59","38.54",""
"","19.59","38.76",""
"","19.59","38.83",""
"","19.65","39.12",""
"","19.7","39.26",""
"","19.76","39.55",""
"","19.82","39.62",""
"","19.87","39.77",""
"","19.93","39.91",""
"","20.04","40.27",""
"","20.1","40.49",""
"","20.16","40.71",""
"","20.27","40.85",""
"","20.33","41.07",""
"","20.44","41.29",""
"","20.61","41.43",""
"","20.67","41.65",""
"","20.72","41.72",""
"","20.78","41.86",""
"","20.78","41.93",""
"","20.84","42.01",""
"","20.89","42.08",""
"","20.89","42.15",""
"","20.89","42.22",""
"","20.95","42.3",""
"","21.01","42.3",""
"","21.01","42.37",""
"","21.01","42.51",""
"","21.12","42.51",""
"","21.12","42.58",""
"","21.18","42.73",""
"","21.23","42.8",""
"","21.23","42.87",""
"","21.35","42.95",""
"","21.35","43.02",""
"","21.4","43.09",""
"","21.46","43.16",""
"","21.57","43.31",""
"","21.69","43.52",""
"","21.86","43.74",""
"","21.91","43.81",""
"","22.03","44.1",""
"","22.14","44.24",""
"","22.31","44.39",""
"","22.48","44.61",""
"","22.65","44.75",""
"","22.76","44.82",""
"","23.04","44.97",""
"","23.16","45.04",""
"","23.44","45.11",""
"","23.67","45.26",""
"","23.95","45.33",""
"","24.12","45.33",""
"","24.4","45.4",""
"","24.57","45.47",""
"","24.91","45.54",""
"","25.25","45.69",""
"","25.65","45.83",""
"","25.88","45.98",""
"","26.22","46.19",""
"","26.39","46.34",""
"","26.73","46.48",""
"","26.95","46.63",""
"","27.07","46.77",""
"","27.12","46.77",""
"","27.29","46.84",""
"","27.41","46.92",""
"","27.63","46.99",""
"","27.92","46.99",""
"","28.26","47.13",""
"","28.43","47.13",""
"","28.65","47.2",""
"","28.82","47.28",""
"","29.05","47.28",""
"","29.22","47.28",""
"","29.39","47.28",""
"","29.5","47.28",""
"","29.67","47.28",""
"","29.9","47.2",""
"","30.01","47.13",""
"","30.18","47.13",""
"","30.47","47.2",""
"","30.58","47.2",""
"","30.86","47.28",""
"","31.03","47.28",""
"","31.37","47.28",""
"","31.65","47.2",""
"","31.94","47.13",""
"","32.11","47.06",""
"","32.39","46.99",""
"","32.73","46.92",""
"","32.9","46.84",""
"","33.13","46.77",""
"","33.3","46.7",""
"","33.47","46.55",""
"","33.52","46.48",""
"","33.64","46.48",""
"","33.69","46.27",""
"","33.69","46.05",""
"","33.81","45.91",""
"","33.81","45.69",""
"","33.86","45.62",""
"","33.86","45.47",""
"","33.92","45.11",""
"","33.98","44.75",""
"","34.03","44.39",""
"","34.09","44.17",""
"","34.2","43.6",""
"","34.26","42.87",""
"","34.32","42.51",""
"","34.32","41.93",""
"","34.26","41.57",""
"","34.2","41.36",""
"","34.15","41.21",""
"","34.03","41",""
"","34.03","40.92",""
"","33.92","40.85",""
"","33.81","40.71",""
"","33.81","40.64",""
"","33.75","40.49",""
"","33.69","40.42",""
"","33.64","40.27",""
"","33.52","40.06",""
"","33.47","39.91",""
"","33.41","39.7",""
"","33.41","39.62",""
"","33.35","39.41",""
"","33.35","39.34",""
"","33.35","39.26",""
"","33.41","39.12",""
"","33.41","39.05",""
"","33.47","39.05",""
"","33.52","39.12",""
"","33.58","39.12",""
"","33.69","39.12",""
"","33.92","39.05",""
"","34.2","38.98",""
"","34.32","38.98",""
"","34.66","38.83",""
"","34.83","38.83",""
"","35.11","38.76",""
"","35.39","38.69",""
"","35.62","38.76",""
"","35.73","38.76",""
"","35.9","38.83",""
"","36.02","38.83",""
"","36.24","38.98",""
"","36.47","39.05",""
"","36.7","39.12",""
"","36.81","39.12",""
"","36.98","39.12",""
"","37.04","39.05",""
"","37.21","39.05",""
"","37.32","38.98",""
"","37.49","38.98",""
"","37.6","38.9",""
"","37.77","38.83",""
"","37.89","38.83",""
"","38.06","38.83",""
"","38.23","38.83",""
"","38.51","38.83",""
"","38.62","38.76",""
"","38.9","38.69",""
"","39.13","38.69",""
"","39.47","38.54",""
"","39.75","38.4",""
"","39.98","38.25",""
"","40.09","38.18",""
"","40.26","38.11",""
"","40.32","38.04",""
"","40.49","37.96",""
"","40.66","37.89",""
"","40.77","37.82",""
"","40.83","37.75",""
"","40.89","37.6",""
"","41","37.46",""
"","41.11","37.31",""
"","41.23","37.17",""
"","41.28","37.17",""
"","41.4","37.03",""
"","41.45","36.95",""
"","41.51","36.81",""
"","41.62","36.67",""
"","41.74","36.59",""
"","41.79","36.45",""
"","41.96","36.3",""
"","42.02","36.23",""
"","42.19","36.09",""
"","42.36","35.87",""
"","42.47","35.65",""
"","42.59","35.65",""
"","42.76","35.51",""
"","42.81","35.44",""
"","42.93","35.37",""
"","43.1","35.29",""
"","43.15","35.22",""
"","43.21","35.15",""
"","43.27","35.15",""
"","43.32","35.15",""
"","43.38","35.08",""
"","43.49","35.08",""
"","43.55","35",""
"","43.61","35",""
"","43.72","35",""
"","43.83","35.08",""
"","43.89","35.08",""
"","44","35.15",""
"","44.06","35.15",""
"","44.12","35.22",""
"","44.17","35.22",""
"","44.23","35.29",""
"","44.23","35.37",""
"","44.17","35.51",""
"","44","35.73",""
"","44","35.8",""
"","43.89","36.02",""
"","43.83","36.23",""
"","43.78","36.45",""
"","43.78","36.52",""
"","43.72","36.59",""
"","43.72","36.74",""
"","43.66","36.88",""
"","43.61","37.03",""
"","43.49","37.39",""
"","43.44","37.68",""
"","43.32","37.89",""
"","43.15","38.33",""
"","42.98","38.76",""
"","42.81","39.12",""
"","42.76","39.34",""
"","42.7","39.41",""
"","42.7","39.48",""
"","42.7","39.62",""
"","42.76","39.7",""
"","42.87","39.77",""
"","42.98","39.77",""
"","43.04","39.77",""
"","43.15","39.77",""
"","43.27","39.84",""
"","43.32","39.84",""
"","43.32","39.77",""
"","43.27","39.77",""
"","43.27","39.7",""
"","43.21","39.7",""
"","43.15","39.62",""
"","43.04","39.55",""
"","42.87","39.55",""
"","42.64","39.55",""
"","42.47","39.55",""
"","42.08","39.55",""
"","41.62","39.7",""
"","41.28","39.91",""
"","41.17","39.99",""
"","41","40.27",""
"","40.89","40.42",""
"","40.72","40.71",""
"","40.66","41",""
"","40.55","41.21",""
"","40.55","41.36",""
"","40.6","41.5",""
"","40.66","41.57",""
"","40.72","41.79",""
"","40.77","42.01",""
"","40.89","42.15",""
"","40.94","42.15",""
"","41.06","42.22",""
"","41.11","42.15",""
"","41.23","42.15",""
"","41.4","42.15",""
"","41.62","42.15",""
"","41.68","42.15",""
"","41.91","42.08",""
"","42.08","42.15",""
"","42.47","42.15",""
"","42.81","42.22",""
"","43.15","42.37",""
"","43.32","42.44",""
"","43.61","42.66",""
"","43.66","42.66",""
"","43.83","42.8",""
"","43.95","42.95",""
"","44.06","43.09",""
"","44.12","43.16",""
"","44.23","43.23",""
"","44.29","43.31",""
"","44.46","43.38",""
"","44.57","43.52",""
"","44.68","43.67",""
"","44.68","43.74",""
"","44.74","43.81",""
"","44.74","43.88",""
"","44.74","44.1",""
"","44.74","44.32",""
"","44.68","44.61",""
"","44.68","44.75",""
"","44.57","45.04",""
"","44.57","45.26",""
"","44.4","45.76",""
"","44.34","46.41",""
"","44.23","46.92",""
"","44.23","47.13",""
"","44.23","47.49",""
"","44.23","47.71",""
"","44.12","48",""
"","44.12","48.22",""
"","44.06","48.43",""
"","44.06","48.5",""
"","44.06","48.58",""
"","44.12","48.58",""
"","44.17","48.5",""
"","44.29","48.5",""
"","44.4","48.43",""
"","44.57","48.43",""
"","44.74","48.43",""
"","44.97","48.5",""
"","45.19","48.58",""
"","45.42","48.72",""
"","45.48","48.79",""
"","45.7","49.01",""
"","45.76","49.08",""
"","45.82","49.3",""
"","45.87","49.51",""
"","45.93","49.73",""
"","45.99","49.88",""
"","45.99","50.16",""
"","45.99","50.6",""
"","45.93","50.74",""
"","45.87","51.17",""
"","45.76","51.68",""
"","45.7","51.9",""
"","45.48","52.55",""
"","45.14","53.27",""
"","44.97","53.56",""
"","44.63","54.13",""
"","44.29","54.57",""
"","44.17","54.71",""
"","44","54.93",""
"","44","55",""
"","44","55.07",""
